Transaction ID,Date,Product Category,Subcategory,Product Name,Brand Name,Unit Price,Discount (%),Discounted Price,Total Revenue,GST_Percentage,GST_Amount,Total_Revenue_Incl_GST,Current Stock,Stock_Status,Rating,Returns,Customer Type,Payment Method
T0152,2025-03-15 07:57:56,Laptops,Gaming Laptop,HP Gaming Laptop 33,HP,107233,30,75063.1,75063.1,18,13511.36,88574.46,38,OK,3.0,1,New,UPI
T0153,2025-03-17 08:43:35,Mobiles,Smartphone,Xiaomi Smartphone 47,Xiaomi,25300,5,24035.0,24035.0,12,2884.2,26919.2,28,OK,4.7,0,Regular,UPI
T0154,2025-03-21 21:57:56,Laptop Accessories,Keyboard,HP Keyboard 20,HP,914,10,822.6,822.6,18,148.07,970.67,13,OK,3.2,0,Regular,UPI
T0155,2025-03-21 13:21:27,Mobiles,Smartphone,Vivo Smartphone 27,Vivo,23208,24,17638.08,17638.08,12,2116.57,19754.65,32,OK,4.6,0,Regular,UPI
T0156,2025-03-24 02:57:02,Laptop Accessories,Keyboard,HP Keyboard 16,HP,3229,6,3035.26,3035.26,18,546.35,3581.61,26,OK,1.6,0,New,Credit Card
T0157,2025-03-22 05:57:35,Mobiles,Smartphone,Nothing Smartphone 6,Nothing,44167,3,42841.99,42841.99,12,5141.04,47983.03,50,OK,1.9,1,Wholesale,UPI
T0158,2025-04-11 08:51:15,Laptop Accessories,Keyboard,HP Keyboard 22,HP,1970,18,1615.4,1615.4,18,290.77,1906.17,42,OK,4.1,0,Regular,Debit Card
T0159,2025-04-07 06:46:31,Laptops,Notebook,Dell Notebook 48,Dell,141050,30,98735.0,98735.0,18,17772.3,116507.3,23,OK,4.3,0,Regular,UPI
T0160,2025-04-01 11:57:08,Mobile Accessories,Cable,Logitech Cable 45,Logitech,266,6,250.04,250.04,18,45.01,295.05,50,OK,1.7,1,Regular,UPI
T0161,2025-04-01 10:33:56,Mobile Accessories,Charger,Zebronics Charger 19,Zebronics,2816,13,2449.92,2449.92,18,440.99,2890.91,49,OK,4.7,0,Returning,UPI
T0162,2025-03-15 02:46:54,Laptops,Notebook,ASUS Notebook 23,ASUS,145475,26,107651.5,107651.5,18,19377.27,127028.77,30,OK,3.9,1,Returning,Credit Card
T0163,2025-03-28 08:16:27,Mobile Accessories,Charger,Logitech Charger 18,Logitech,4803,25,3602.25,3602.25,18,648.4,4250.65,24,OK,2.1,0,Returning,Debit Card
T0164,2025-04-09 06:10:23,Mobiles,Smartphone,Xiaomi Smartphone 38,Xiaomi,74020,12,65137.6,65137.6,12,7816.51,72954.11,20,OK,3.0,0,Regular,Debit Card
T0165,2025-04-01 18:47:38,Mobiles,Feature Phone,Jio Feature Phone 42,Jio,43214,8,39756.88,39756.88,12,4770.83,44527.71,30,OK,4.2,0,New,Debit Card
T0166,2025-03-22 07:52:47,Laptops,Gaming Laptop,HP Gaming Laptop 46,HP,157313,29,111692.23,111692.23,18,20104.6,131796.83,18,OK,3.1,0,Regular,UPI
T0167,2025-03-31 10:07:23,Laptop Accessories,Mouse,HP Mouse 24,HP,3284,17,2725.72,2725.72,18,490.63,3216.35,54,OK,3.0,0,Regular,Credit Card
T0168,2025-04-05 15:04:19,Laptop Accessories,Keyboard,HP Keyboard 22,HP,1970,24,1497.2,1497.2,18,269.5,1766.7,41,OK,2.5,0,New,Credit Card
T0169,2025-04-06 09:33:08,Mobiles,Smartphone,Jio Smartphone 34,Jio,10094,15,8579.9,8579.9,12,1029.59,9609.49,16,OK,1.2,1,Regular,UPI
T0170,2025-03-22 09:01:16,Mobiles,Smartphone,Vivo Smartphone 27,Vivo,23208,11,20655.12,20655.12,12,2478.61,23133.73,31,OK,2.8,0,New,Credit Card
T0171,2025-03-19 21:27:45,Laptops,Gaming Laptop,HP Gaming Laptop 46,HP,157313,7,146301.09,146301.09,18,26334.2,172635.29,17,OK,3.9,0,Regular,UPI
T0172,2025-04-10 02:50:03,Mobiles,Smartphone,Realme Smartphone 37,Realme,41028,11,36514.92,36514.92,12,4381.79,40896.71,20,OK,1.9,0,New,UPI
T0173,2025-04-03 02:34:25,Laptop Accessories,Keyboard,HP Keyboard 20,HP,914,21,722.06,722.06,18,129.97,852.03,12,OK,2.7,0,New,UPI
T0174,2025-03-20 16:35:22,Mobiles,Smartphone,Apple Smartphone 14,Apple,18141,25,13605.75,13605.75,12,1632.69,15238.44,12,OK,2.2,0,Wholesale,UPI
T0175,2025-03-26 12:14:34,Laptops,Gaming Laptop,HP Gaming Laptop 46,HP,157313,5,149447.35,149447.35,18,26900.52,176347.87,16,OK,4.4,0,Regular,Cash
T0176,2025-04-12 18:38:25,Laptops,Gaming Laptop,HP Gaming Laptop 33,HP,107233,28,77207.76,77207.76,18,13897.4,91105.16,37,OK,2.7,0,Regular,UPI
T0177,2025-03-14 13:39:36,Laptop Accessories,Keyboard,HP Keyboard 43,HP,1887,28,1358.64,1358.64,18,244.56,1603.2,55,OK,2.0,1,Returning,Credit Card
T0178,2025-03-20 23:27:32,Mobile Accessories,Cable,Zebronics Cable 4,Zebronics,2010,20,1608.0,1608.0,18,289.44,1897.44,42,OK,4.5,0,Regular,Cash
T0179,2025-04-07 16:16:30,Laptop Accessories,Charger,HP Charger 28,HP,2218,4,2129.28,2129.28,18,383.27,2512.55,30,OK,1.7,0,New,UPI
T0180,2025-04-07 02:38:30,Laptop Accessories,Keyboard,HP Keyboard 20,HP,914,21,722.06,722.06,18,129.97,852.03,11,OK,5.0,0,Returning,Credit Card
T0181,2025-04-03 03:15:07,Laptops,Gaming Laptop,HP Gaming Laptop 33,HP,107233,2,105088.34,105088.34,18,18915.9,124004.24,36,OK,3.6,0,Regular,UPI
T0182,2025-04-01 09:15:40,Laptop Accessories,Mouse,Zebronics Mouse 32,Zebronics,1697,29,1204.87,1204.87,18,216.88,1421.75,40,OK,1.5,1,Wholesale,Cash
T0183,2025-04-03 09:44:41,Mobiles,Smartphone,Jio Smartphone 10,Jio,33050,18,27101.0,27101.0,12,3252.12,30353.12,26,OK,3.2,0,Wholesale,Debit Card
T0184,2025-03-19 05:36:39,Mobiles,Smartphone,Apple Smartphone 50,Apple,19854,29,14096.34,14096.34,12,1691.56,15787.9,17,OK,4.2,0,New,UPI
T0185,2025-04-11 14:21:40,Laptop Accessories,Keyboard,HP Keyboard 20,HP,914,25,685.5,685.5,18,123.39,808.89,10,Low Stock,1.7,1,Wholesale,Debit Card
T0186,2025-04-04 05:20:40,Mobiles,Smartphone,Jio Smartphone 34,Jio,10094,28,7267.68,7267.68,12,872.12,8139.8,15,OK,4.7,0,New,Credit Card
T0187,2025-03-28 21:40:38,Laptops,Notebook,MSI Notebook 11,MSI,58421,29,41478.91,41478.91,18,7466.2,48945.11,12,OK,3.6,0,Returning,Cash
T0188,2025-03-18 02:42:09,Laptop Accessories,Keyboard,HP Keyboard 22,HP,1970,25,1477.5,1477.5,18,265.95,1743.45,40,OK,4.6,0,Regular,UPI
T0189,2025-04-02 17:22:20,Laptop Accessories,Bag,HP Bag 39,HP,3328,30,2329.6,2329.6,18,419.33,2748.93,51,OK,2.8,0,Regular,Debit Card
T0190,2025-03-15 18:19:28,Laptops,Notebook,MSI Notebook 11,MSI,58421,15,49657.85,49657.85,18,8938.41,58596.26,11,OK,1.9,1,New,UPI
T0191,2025-03-19 10:31:05,Mobiles,Feature Phone,Nothing Feature Phone 35,Nothing,71299,20,57039.2,57039.2,12,6844.7,63883.9,36,OK,4.2,0,Wholesale,UPI
T0192,2025-04-10 15:31:35,Laptop Accessories,Charger,Dell Charger 26,Dell,1127,4,1081.92,1081.92,18,194.75,1276.67,12,OK,2.9,0,New,Cash
T0193,2025-03-23 03:27:08,Mobiles,Smartphone,Nothing Smartphone 6,Nothing,44167,7,41075.31,41075.31,12,4929.04,46004.35,49,OK,4.4,0,Regular,Debit Card
T0194,2025-04-02 00:22:59,Mobile Accessories,Cable,Zebronics Cable 4,Zebronics,2010,22,1567.8,1567.8,18,282.2,1850.0,41,OK,1.8,0,Regular,Cash
T0195,2025-03-17 07:29:25,Mobile Accessories,Case,Logitech Case 41,Logitech,2865,20,2292.0,2292.0,18,412.56,2704.56,16,OK,3.3,0,New,Debit Card
T0196,2025-03-27 04:42:56,Laptop Accessories,Mouse,Zebronics Mouse 32,Zebronics,1697,3,1646.09,1646.09,18,296.3,1942.39,39,OK,4.3,0,Returning,Debit Card
T0197,2025-03-27 08:03:25,Mobiles,Smartphone,Xiaomi Smartphone 38,Xiaomi,74020,25,55515.0,55515.0,12,6661.8,62176.8,19,OK,1.4,0,New,Debit Card
T0198,2025-03-21 21:06:38,Laptops,Ultrabook,ASUS Ultrabook 30,ASUS,120733,2,118318.34,118318.34,18,21297.3,139615.64,20,OK,2.6,0,Regular,Debit Card
T0199,2025-03-28 12:34:55,Laptops,Notebook,MSI Notebook 11,MSI,58421,24,44399.96,44399.96,18,7991.99,52391.95,10,Low Stock,1.3,0,Regular,UPI
T0200,2025-04-07 10:30:11,Laptop Accessories,Keyboard,HP Keyboard 22,HP,1970,2,1930.6,1930.6,18,347.51,2278.11,39,OK,3.0,0,Returning,UPI
T0201,2025-04-10 03:18:53,Laptops,Notebook,ASUS Notebook 23,ASUS,145475,5,138201.25,138201.25,18,24876.22,163077.47,29,OK,2.5,0,Returning,UPI
T0202,2025-04-07 09:48:46,Laptops,Notebook,Acer Notebook 2,Acer,37689,26,27889.86,27889.86,18,5020.17,32910.03,47,OK,2.1,0,New,Credit Card
T0203,2025-03-25 03:35:31,Mobiles,Feature Phone,Jio Feature Phone 3,Jio,43787,25,32840.25,32840.25,12,3940.83,36781.08,39,OK,4.1,0,New,UPI
T0204,2025-04-12 07:43:46,Laptops,Ultrabook,Acer Ultrabook 15,Acer,147135,0,147135.0,147135.0,18,26484.3,173619.3,38,OK,3.4,0,Regular,Debit Card
T0205,2025-03-21 04:12:06,Mobile Accessories,Charger,Boat Charger 49,Boat,3796,0,3796.0,3796.0,18,683.28,4479.28,51,OK,1.2,1,New,UPI
T0206,2025-04-09 20:11:23,Mobiles,Smartphone,Jio Smartphone 8,Jio,57685,3,55954.45,55954.45,12,6714.53,62668.98,21,OK,3.6,0,Regular,UPI
T0207,2025-04-06 05:39:48,Laptop Accessories,Bag,HP Bag 39,HP,3328,15,2828.8,2828.8,18,509.18,3337.98,50,OK,4.1,0,New,Credit Card
T0208,2025-04-06 12:32:22,Laptop Accessories,Mouse,HP Mouse 24,HP,3284,2,3218.32,3218.32,18,579.3,3797.62,53,OK,2.1,0,Regular,Debit Card
T0209,2025-03-25 00:06:12,Mobile Accessories,Charger,Boat Charger 49,Boat,3796,25,2847.0,2847.0,18,512.46,3359.46,50,OK,2.3,0,New,Net Banking
T0210,2025-04-02 22:58:10,Mobile Accessories,Charger,Zebronics Charger 19,Zebronics,2816,8,2590.72,2590.72,18,466.33,3057.05,48,OK,4.8,0,Regular,UPI
T0211,2025-03-14 07:53:27,Mobile Accessories,Charger,Logitech Charger 18,Logitech,4803,10,4322.7,4322.7,18,778.09,5100.79,23,OK,1.6,0,Returning,Credit Card
T0212,2025-03-19 20:56:59,Mobile Accessories,Case,Logitech Case 12,Logitech,2134,18,1749.88,1749.88,18,314.98,2064.86,53,OK,1.9,0,Regular,UPI
T0213,2025-04-02 12:03:25,Mobile Accessories,Cable,Zebronics Cable 4,Zebronics,2010,26,1487.4,1487.4,18,267.73,1755.13,40,OK,3.1,0,Regular,UPI
T0214,2025-03-18 23:20:15,Mobiles,Feature Phone,Jio Feature Phone 3,Jio,43787,13,38094.69,38094.69,12,4571.36,42666.05,38,OK,1.8,0,Returning,Credit Card
T0215,2025-04-04 17:47:24,Laptops,Ultrabook,ASUS Ultrabook 30,ASUS,120733,11,107452.37,107452.37,18,19341.43,126793.8,19,OK,2.7,0,Regular,UPI
T0216,2025-03-21 23:11:42,Laptops,Ultrabook,ASUS Ultrabook 30,ASUS,120733,26,89342.42,89342.42,18,16081.64,105424.06,18,OK,2.8,0,New,Credit Card
T0217,2025-04-09 17:29:50,Mobiles,Feature Phone,Jio Feature Phone 42,Jio,43214,27,31546.22,31546.22,12,3785.55,35331.77,29,OK,3.6,0,New,Cash
T0218,2025-03-25 17:34:06,Mobiles,Smartphone,Jio Smartphone 8,Jio,57685,5,54800.75,54800.75,12,6576.09,61376.84,20,OK,3.4,0,Wholesale,UPI
T0219,2025-03-25 22:28:54,Mobiles,Smartphone,Jio Smartphone 34,Jio,10094,26,7469.56,7469.56,12,896.35,8365.91,14,OK,3.1,0,Regular,Debit Card
T0220,2025-03-20 17:57:42,Laptop Accessories,Keyboard,HP Keyboard 17,HP,785,22,612.3,612.3,18,110.21,722.51,14,OK,2.1,0,Returning,Credit Card
T0221,2025-04-12 20:20:50,Mobiles,Smartphone,Nothing Smartphone 6,Nothing,44167,11,39308.63,39308.63,12,4717.04,44025.67,48,OK,1.0,0,Returning,UPI
T0222,2025-03-18 04:00:21,Mobiles,Feature Phone,Apple Feature Phone 9,Apple,56404,9,51327.64,51327.64,12,6159.32,57486.96,55,OK,2.9,0,Returning,UPI
T0223,2025-03-26 08:35:56,Laptop Accessories,Mouse,Zebronics Mouse 32,Zebronics,1697,27,1238.81,1238.81,18,222.99,1461.8,38,OK,2.9,0,Wholesale,UPI
T0224,2025-04-06 07:59:11,Mobiles,Smartphone,Apple Smartphone 50,Apple,19854,15,16875.9,16875.9,12,2025.11,18901.01,16,OK,4.7,0,Wholesale,Debit Card
T0225,2025-03-30 09:21:05,Laptop Accessories,Keyboard,HP Keyboard 20,HP,914,23,703.78,703.78,18,126.68,830.46,9,Low Stock,3.2,0,New,Cash
T0226,2025-03-31 07:02:23,Mobile Accessories,Cable,Boat Cable 1,Boat,1648,9,1499.68,1499.68,18,269.94,1769.62,55,OK,4.9,0,New,Debit Card
T0227,2025-03-25 02:51:39,Laptops,Gaming Laptop,HP Gaming Laptop 46,HP,157313,3,152593.61,152593.61,18,27466.85,180060.46,15,OK,3.8,0,Regular,UPI
T0228,2025-03-19 02:30:03,Mobiles,Smartphone,Jio Smartphone 10,Jio,33050,27,24126.5,24126.5,12,2895.18,27021.68,25,OK,3.0,0,Regular,Debit Card
T0229,2025-04-06 07:46:11,Mobiles,Feature Phone,Apple Feature Phone 9,Apple,56404,20,45123.2,45123.2,12,5414.78,50537.98,54,OK,1.8,1,Returning,Cash
T0230,2025-04-03 19:28:20,Laptop Accessories,Bag,Zebronics Bag 5,Zebronics,4666,24,3546.16,3546.16,18,638.31,4184.47,18,OK,4.9,0,Wholesale,Debit Card
T0231,2025-04-07 19:46:22,Laptops,Gaming Laptop,HP Gaming Laptop 46,HP,157313,25,117984.75,117984.75,18,21237.26,139222.01,14,OK,3.2,0,Regular,Credit Card
T0232,2025-03-26 07:44:16,Mobiles,Smartphone,Realme Smartphone 37,Realme,41028,26,30360.72,30360.72,12,3643.29,34004.01,19,OK,2.8,0,Returning,Debit Card
T0233,2025-04-11 14:35:42,Mobiles,Feature Phone,Nothing Feature Phone 35,Nothing,71299,26,52761.26,52761.26,12,6331.35,59092.61,35,OK,3.9,1,Returning,UPI
T0234,2025-03-29 01:53:58,Laptops,Notebook,Dell Notebook 48,Dell,141050,4,135408.0,135408.0,18,24373.44,159781.44,22,OK,3.7,0,New,Credit Card
T0235,2025-03-25 01:14:52,Mobile Accessories,Case,Logitech Case 12,Logitech,2134,21,1685.86,1685.86,18,303.45,1989.31,52,OK,1.9,1,Wholesale,UPI
T0236,2025-03-29 03:34:53,Mobiles,Smartphone,Jio Smartphone 10,Jio,33050,9,30075.5,30075.5,12,3609.06,33684.56,24,OK,3.8,0,New,UPI
T0237,2025-04-10 22:41:58,Laptop Accessories,Mouse,Zebronics Mouse 32,Zebronics,1697,5,1612.15,1612.15,18,290.19,1902.34,37,OK,2.9,0,Regular,Debit Card
T0238,2025-03-29 05:17:14,Mobile Accessories,Charger,Boat Charger 49,Boat,3796,17,3150.68,3150.68,18,567.12,3717.8,49,OK,1.7,0,Wholesale,Debit Card
T0239,2025-04-07 04:50:47,Laptops,Notebook,ASUS Notebook 23,ASUS,145475,11,129472.75,129472.75,18,23305.1,152777.85,28,OK,3.5,1,Wholesale,Debit Card
T0240,2025-03-14 22:50:06,Mobiles,Smartphone,Xiaomi Smartphone 38,Xiaomi,74020,30,51814.0,51814.0,12,6217.68,58031.68,18,OK,1.1,0,Returning,Credit Card
T0241,2025-04-11 02:18:37,Laptop Accessories,Mouse,Zebronics Mouse 32,Zebronics,1697,20,1357.6,1357.6,18,244.37,1601.97,36,OK,2.5,0,Regular,Cash
T0242,2025-03-14 04:28:39,Mobiles,Smartphone,Jio Smartphone 34,Jio,10094,27,7368.62,7368.62,12,884.23,8252.85,13,OK,4.5,0,Returning,UPI
T0243,2025-04-03 13:40:14,Mobile Accessories,Charger,Realme Charger 40,Realme,2586,17,2146.38,2146.38,18,386.35,2532.73,39,OK,2.3,0,Wholesale,Net Banking
T0244,2025-03-22 03:05:47,Mobiles,Smartphone,Realme Smartphone 37,Realme,41028,30,28719.6,28719.6,12,3446.35,32165.95,18,OK,4.5,0,Returning,Net Banking
T0245,2025-03-22 16:05:49,Laptop Accessories,Charger,HP Charger 28,HP,2218,19,1796.58,1796.58,18,323.38,2119.96,29,OK,3.9,0,New,Credit Card
T0246,2025-04-01 03:59:47,Mobiles,Smartphone,Realme Smartphone 37,Realme,41028,6,38566.32,38566.32,12,4627.96,43194.28,17,OK,4.4,0,Regular,UPI
T0247,2025-04-01 14:37:01,Laptop Accessories,Mouse,HP Mouse 24,HP,3284,16,2758.56,2758.56,18,496.54,3255.1,52,OK,4.8,0,New,Cash
T0248,2025-03-21 10:50:06,Laptops,Notebook,Acer Notebook 29,Acer,26371,5,25052.45,25052.45,18,4509.44,29561.89,27,OK,1.3,0,New,UPI
T0249,2025-04-03 00:55:56,Mobiles,Smartphone,Nothing Smartphone 6,Nothing,44167,26,32683.58,32683.58,12,3922.03,36605.61,47,OK,3.3,0,Returning,Cash
T0250,2025-03-15 15:01:29,Mobiles,Feature Phone,Apple Feature Phone 9,Apple,56404,3,54711.88,54711.88,12,6565.43,61277.31,53,OK,4.1,0,Regular,Credit Card
T0251,2025-04-02 04:33:49,Laptops,Notebook,Dell Notebook 48,Dell,141050,1,139639.5,139639.5,18,25135.11,164774.61,21,OK,4.2,0,Regular,UPI
T0252,2025-04-08 03:07:53,Mobile Accessories,Cable,Logitech Cable 45,Logitech,266,19,215.46,215.46,18,38.78,254.24,49,OK,1.6,1,Wholesale,Credit Card
T0253,2025-04-01 19:06:52,Mobile Accessories,Charger,Boat Charger 49,Boat,3796,23,2922.92,2922.92,18,526.13,3449.05,48,OK,4.1,0,Returning,Debit Card
T0254,2025-03-30 14:34:47,Mobile Accessories,Charger,Realme Charger 40,Realme,2586,26,1913.64,1913.64,18,344.46,2258.1,38,OK,3.1,0,New,UPI
T0255,2025-03-14 09:16:37,Mobiles,Smartphone,Vivo Smartphone 27,Vivo,23208,5,22047.6,22047.6,12,2645.71,24693.31,30,OK,4.2,0,Regular,Credit Card
T0256,2025-04-02 01:20:29,Mobiles,Feature Phone,Apple Feature Phone 9,Apple,56404,19,45687.24,45687.24,12,5482.47,51169.71,52,OK,4.9,0,Regular,UPI
T0257,2025-04-02 01:23:31,Mobiles,Feature Phone,Jio Feature Phone 3,Jio,43787,5,41597.65,41597.65,12,4991.72,46589.37,37,OK,2.2,0,New,Credit Card
T0258,2025-03-20 00:13:48,Laptops,Notebook,Acer Notebook 29,Acer,26371,29,18723.41,18723.41,18,3370.21,22093.62,26,OK,2.4,0,Regular,UPI
T0259,2025-03-22 07:47:05,Mobile Accessories,Earbuds,Realme Earbuds 7,Realme,3115,2,3052.7,3052.7,18,549.49,3602.19,10,Low Stock,4.6,0,Regular,UPI
T0260,2025-03-29 00:45:47,Laptop Accessories,Bag,HP Bag 39,HP,3328,10,2995.2,2995.2,18,539.14,3534.34,49,OK,1.0,0,New,UPI
T0261,2025-03-29 23:07:15,Laptops,Ultrabook,ASUS Ultrabook 30,ASUS,120733,27,88135.09,88135.09,18,15864.32,103999.41,17,OK,2.6,0,Regular,Debit Card
T0262,2025-03-19 22:06:57,Mobiles,Feature Phone,Jio Feature Phone 3,Jio,43787,20,35029.6,35029.6,12,4203.55,39233.15,36,OK,1.3,0,Regular,Credit Card
T0263,2025-03-28 10:14:04,Mobile Accessories,Case,Logitech Case 41,Logitech,2865,5,2721.75,2721.75,18,489.92,3211.67,15,OK,4.9,0,Returning,UPI
T0264,2025-03-26 01:51:16,Laptop Accessories,Charger,HP Charger 28,HP,2218,29,1574.78,1574.78,18,283.46,1858.24,28,OK,2.6,0,Regular,UPI
T0265,2025-04-02 09:51:34,Laptop Accessories,Keyboard,HP Keyboard 43,HP,1887,29,1339.77,1339.77,18,241.16,1580.93,54,OK,3.5,0,Returning,Debit Card
T0266,2025-03-21 23:26:06,Mobiles,Smartphone,Realme Smartphone 37,Realme,41028,16,34463.52,34463.52,12,4135.62,38599.14,16,OK,3.7,0,Regular,Credit Card
T0267,2025-03-16 19:21:17,Mobile Accessories,Charger,Logitech Charger 18,Logitech,4803,28,3458.16,3458.16,18,622.47,4080.63,22,OK,1.2,0,Wholesale,Debit Card
T0268,2025-03-23 20:38:05,Mobiles,Feature Phone,Jio Feature Phone 42,Jio,43214,12,38028.32,38028.32,12,4563.4,42591.72,28,OK,4.5,0,Regular,Credit Card
T0269,2025-03-22 06:33:33,Laptops,Gaming Laptop,ASUS Gaming Laptop 44,ASUS,116225,14,99953.5,99953.5,18,17991.63,117945.13,32,OK,2.5,0,Returning,UPI
T0270,2025-03-21 09:33:34,Mobiles,Smartphone,Mi Smartphone 31,Mi,13024,2,12763.52,12763.52,12,1531.62,14295.14,39,OK,1.6,0,Returning,Cash
T0271,2025-04-09 02:19:17,Laptop Accessories,Mouse,Zebronics Mouse 32,Zebronics,1697,11,1510.33,1510.33,18,271.86,1782.19,35,OK,2.2,0,Returning,Net Banking
T0272,2025-03-20 17:33:10,Laptop Accessories,Keyboard,Logitech Keyboard 25,Logitech,4718,18,3868.76,3868.76,18,696.38,4565.14,12,OK,2.0,0,Regular,Credit Card
T0273,2025-03-16 06:19:20,Laptops,Notebook,Dell Notebook 48,Dell,141050,27,102966.5,102966.5,18,18533.97,121500.47,20,OK,1.3,1,Regular,Credit Card
T0274,2025-03-30 12:16:02,Mobiles,Smartphone,Xiaomi Smartphone 38,Xiaomi,74020,23,56995.4,56995.4,12,6839.45,63834.85,17,OK,3.9,0,New,Debit Card
T0275,2025-04-06 17:19:47,Mobile Accessories,Charger,Boat Charger 49,Boat,3796,5,3606.2,3606.2,18,649.12,4255.32,47,OK,2.8,1,Returning,Net Banking
T0276,2025-03-18 04:13:45,Laptops,Gaming Laptop,HP Gaming Laptop 46,HP,157313,5,149447.35,149447.35,18,26900.52,176347.87,13,OK,4.4,1,Returning,UPI
T0277,2025-04-07 00:45:32,Mobile Accessories,Case,Logitech Case 41,Logitech,2865,7,2664.45,2664.45,18,479.6,3144.05,14,OK,1.3,0,New,UPI
T0278,2025-03-18 12:22:37,Laptops,Ultrabook,Acer Ultrabook 15,Acer,147135,10,132421.5,132421.5,18,23835.87,156257.37,37,OK,1.8,1,Wholesale,Cash
T0279,2025-03-17 01:22:57,Laptop Accessories,Mouse,HP Mouse 24,HP,3284,9,2988.44,2988.44,18,537.92,3526.36,51,OK,2.3,0,Regular,Credit Card
T0280,2025-03-27 17:59:47,Laptop Accessories,Charger,Logitech Charger 21,Logitech,2839,24,2157.64,2157.64,18,388.38,2546.02,30,OK,1.4,0,New,UPI
T0281,2025-03-19 18:09:25,Mobiles,Smartphone,Jio Smartphone 34,Jio,10094,28,7267.68,7267.68,12,872.12,8139.8,12,OK,2.9,0,New,UPI
T0282,2025-04-03 06:16:38,Laptop Accessories,Charger,Logitech Charger 21,Logitech,2839,6,2668.66,2668.66,18,480.36,3149.02,29,OK,1.5,0,Returning,UPI
T0283,2025-03-30 09:33:33,Mobile Accessories,Case,Logitech Case 12,Logitech,2134,23,1643.18,1643.18,18,295.77,1938.95,51,OK,2.4,0,Returning,Cash
T0284,2025-03-21 06:51:20,Laptop Accessories,Keyboard,HP Keyboard 22,HP,1970,13,1713.9,1713.9,18,308.5,2022.4,38,OK,3.7,0,Returning,Debit Card
T0285,2025-04-07 15:12:11,Laptops,Ultrabook,ASUS Ultrabook 30,ASUS,120733,29,85720.43,85720.43,18,15429.68,101150.11,16,OK,1.2,1,Regular,Debit Card
T0286,2025-03-25 04:46:06,Mobiles,Feature Phone,Jio Feature Phone 3,Jio,43787,25,32840.25,32840.25,12,3940.83,36781.08,35,OK,4.4,0,Regular,Cash
T0287,2025-03-31 03:19:25,Mobiles,Smartphone,Nothing Smartphone 6,Nothing,44167,17,36658.61,36658.61,12,4399.03,41057.64,46,OK,3.0,0,New,Net Banking
T0288,2025-03-29 00:35:41,Mobile Accessories,Charger,Logitech Charger 18,Logitech,4803,4,4610.88,4610.88,18,829.96,5440.84,21,OK,3.2,0,Regular,UPI
T0289,2025-03-31 14:53:40,Mobiles,Feature Phone,Jio Feature Phone 42,Jio,43214,16,36299.76,36299.76,12,4355.97,40655.73,27,OK,1.5,0,Regular,Credit Card
T0290,2025-04-01 16:01:11,Mobile Accessories,Charger,Zebronics Charger 19,Zebronics,2816,8,2590.72,2590.72,18,466.33,3057.05,47,OK,3.8,0,New,Credit Card
T0291,2025-03-30 11:30:39,Mobile Accessories,Charger,Logitech Charger 18,Logitech,4803,22,3746.34,3746.34,18,674.34,4420.68,20,OK,3.8,0,New,Net Banking
T0292,2025-03-17 17:20:04,Mobiles,Feature Phone,Apple Feature Phone 9,Apple,56404,13,49071.48,49071.48,12,5888.58,54960.06,51,OK,4.5,0,Returning,Credit Card
T0293,2025-03-14 07:55:09,Laptops,Notebook,ASUS Notebook 23,ASUS,145475,7,135291.75,135291.75,18,24352.51,159644.26,27,OK,4.9,0,Returning,Cash
T0294,2025-04-03 09:34:17,Mobiles,Smartphone,Apple Smartphone 14,Apple,18141,27,13242.93,13242.93,12,1589.15,14832.08,11,OK,3.4,0,Regular,Cash
T0295,2025-03-18 00:45:16,Laptops,Gaming Laptop,HP Gaming Laptop 46,HP,157313,5,149447.35,149447.35,18,26900.52,176347.87,12,OK,3.6,0,Regular,Credit Card
T0296,2025-03-24 08:36:01,Laptop Accessories,Mouse,HP Mouse 24,HP,3284,23,2528.68,2528.68,18,455.16,2983.84,50,OK,1.2,1,New,Cash
T0297,2025-03-27 20:32:06,Mobiles,Feature Phone,Nothing Feature Phone 35,Nothing,71299,26,52761.26,52761.26,12,6331.35,59092.61,34,OK,1.0,0,Returning,UPI
T0298,2025-03-29 05:18:27,Mobiles,Smartphone,Nothing Smartphone 6,Nothing,44167,30,30916.9,30916.9,12,3710.03,34626.93,45,OK,4.9,0,New,Credit Card
T0299,2025-04-05 02:57:45,Mobiles,Smartphone,Apple Smartphone 50,Apple,19854,1,19655.46,19655.46,12,2358.66,22014.12,15,OK,2.5,1,Regular,UPI
T0300,2025-04-02 22:31:27,Laptops,Notebook,Dell Notebook 48,Dell,141050,8,129766.0,129766.0,18,23357.88,153123.88,19,OK,3.7,0,New,UPI
T0301,2025-03-23 00:53:55,Laptops,Notebook,MSI Notebook 11,MSI,58421,2,57252.58,57252.58,18,10305.46,67558.04,9,Low Stock,3.7,0,Wholesale,Debit Card
T0302,2025-03-17 13:15:56,Mobile Accessories,Cable,Zebronics Cable 36,Zebronics,551,4,528.96,528.96,18,95.21,624.17,32,OK,1.4,0,New,Debit Card
T0303,2025-04-01 23:20:52,Laptops,Ultrabook,ASUS Ultrabook 30,ASUS,120733,20,96586.4,96586.4,18,17385.55,113971.95,15,OK,3.6,0,Returning,Debit Card
