Transaction ID,Date,Product Category,Subcategory,Product Name,Brand Name,Units Sold,Unit Price,Discount (%),Discounted Price,Total Revenue,GST_Percentage,GST_Amount,Total_Revenue_Incl_GST,Current Stock,Stock_Status,Rating,Returns,Customer Type,Region,Payment Method
TXN100009,2025-01-28,Mobile Accessories,Cases,Samsung Cases 304,Samsung,7,46365,0,46365.0,324555.0,18,58419.9,382974.9,65,In Stock,3.6,0,New,Main Market - Rohit Electronics,Cash
TXN100010,2025-01-28,Laptops,Student,Lenovo Student 318,Lenovo,4,47559,15,40425.15,161700.6,18,29106.11,190806.71,68,In Stock,4.5,0,Returning,Main Market - Rohit Electronics,Card
TXN100011,2025-01-28,Mobiles,Smartphones,Xiaomi Smartphones 573,Xiaomi,2,11938,0,11938.0,23876.0,18,4297.68,28173.68,87,In Stock,4.4,0,Returning,Main Market - Rohit Electronics,UPI
TXN100012,2025-01-28,Mobiles,Smartphones,Realme Smartphones 373,Realme,3,18584,0,18584.0,55752.0,18,10035.36,65787.36,87,In Stock,4.0,0,New,Main Market - Rohit Electronics,Cash
TXN100013,2025-01-28,Laptops,Gaming,ASUS Gaming 916,ASUS,3,130838,0,130838.0,392514.0,18,70652.52,463166.52,55,In Stock,3.6,1,New,Main Market - Rohit Electronics,Cash
TXN100014,2025-01-28,Mobile Accessories,Earphones,Boat Earphones 364,Boat,13,1068,5,1014.6,13189.8,18,2374.16,15563.96,22,Low Stock,4.1,0,Returning,Main Market - Rohit Electronics,Cash
TXN100015,2025-01-28,Mobiles,Smartphones,Xiaomi Smartphones 716,Xiaomi,3,9041,15,7684.85,23054.55,18,4149.82,27204.37,52,In Stock,4.7,0,New,Main Market - Rohit Electronics,UPI
TXN100016,2025-01-28,Laptops,Gaming,ASUS Gaming 684,ASUS,5,85812,5,81521.4,407607.0,18,73369.26,480976.26,74,In Stock,4.9,1,Returning,Main Market - Rohit Electronics,UPI
TXN100017,2025-01-28,Mobiles,Smartphones,Vivo Smartphones 225,Vivo,3,13395,10,12055.5,36166.5,18,6509.97,42676.47,94,In Stock,3.5,0,New,Main Market - Rohit Electronics,UPI
TXN100018,2025-01-28,Laptops,Gaming,ASUS Gaming 279,ASUS,2,105985,0,105985.0,211970.0,18,38154.6,250124.6,32,In Stock,4.7,0,Returning,Main Market - Rohit Electronics,Card
TXN100019,2025-01-28,Mobiles,Feature Phones,Jio Feature Phones 586,Jio,2,2972,0,2972.0,5944.0,12,713.28,6657.28,100,In Stock,4.8,0,Returning,Main Market - Rohit Electronics,UPI
TXN100020,2025-01-28,Mobiles,Smartphones,Nothing Smartphones 778,Nothing,1,47632,15,40487.2,40487.2,18,7287.7,47774.9,85,In Stock,3.1,0,Returning,Main Market - Rohit Electronics,Card
TXN100021,2025-01-28,Mobile Accessories,Chargers,Realme Chargers 978,Realme,8,14364,0,14364.0,114912.0,18,20684.16,135596.16,50,In Stock,4.8,1,Returning,Main Market - Rohit Electronics,Cash
TXN100022,2025-01-28,Laptops,Business,Dell Business 980,Dell,2,63760,5,60572.0,121144.0,18,21805.92,142949.92,98,In Stock,4.1,0,Returning,Main Market - Rohit Electronics,Cash
TXN100023,2025-01-28,Laptop Accessories,Cooling Pads,Zebronics Cooling Pads 961,Zebronics,6,2069,0,2069.0,12414.0,18,2234.52,14648.52,12,Low Stock,4.6,0,New,Main Market - Rohit Electronics,UPI
TXN100024,2025-01-28,Laptop Accessories,Bags,Zebronics Bags 811,Zebronics,1,2160,0,2160.0,2160.0,18,388.8,2548.8,82,In Stock,3.0,0,New,Main Market - Rohit Electronics,Cash
TXN100000,2025-01-29,Laptops,Student,Lenovo Student 421,Lenovo,5,35389,0,35389.0,176945.0,18,31850.1,208795.1,31,In Stock,3.8,1,New,Main Market - Rohit Electronics,Card
TXN100001,2025-01-29,Laptop Accessories,Bags,Zebronics Bags 589,Zebronics,14,2105,0,2105.0,29470.0,18,5304.6,34774.6,22,Low Stock,4.2,0,Returning,Main Market - Rohit Electronics,Cash
TXN100002,2025-01-29,Mobiles,Feature Phones,Jio Feature Phones 286,Jio,4,2794,0,2794.0,11176.0,12,1341.12,12517.12,73,In Stock,3.1,1,New,Main Market - Rohit Electronics,Cash
TXN100003,2025-01-29,Laptop Accessories,Keyboard,Dell Keyboard 818,Dell,14,46059,0,46059.0,644826.0,18,116068.68,760894.68,79,In Stock,3.6,0,New,Main Market - Rohit Electronics,UPI
TXN100004,2025-01-29,Laptops,Student,Acer Student 114,Acer,5,53518,10,48166.2,240831.0,18,43349.58,284180.58,58,In Stock,4.6,0,New,Main Market - Rohit Electronics,Card
TXN100005,2025-01-29,Laptops,Gaming,MSI Gaming 394,MSI,4,130079,0,130079.0,520316.0,18,93656.88,613972.88,26,Low Stock,4.0,1,Returning,Main Market - Rohit Electronics,Card
TXN100006,2025-01-29,Laptops,Business,Dell Business 518,Dell,2,36885,0,36885.0,73770.0,18,13278.6,87048.6,33,In Stock,3.1,0,New,Main Market - Rohit Electronics,UPI
TXN100007,2025-01-29,Laptop Accessories,Mouse,Logitech Mouse 580,Logitech,3,2024,20,1619.2,4857.6,18,874.37,5731.97,50,In Stock,4.2,0,Returning,Main Market - Rohit Electronics,Card
TXN100008,2025-01-29,Mobile Accessories,Chargers,Boat Chargers 670,Boat,1,606,0,606.0,606.0,18,109.08,715.08,30,Low Stock,3.7,0,New,Main Market - Rohit Electronics,Cash
TXN100009,2025-01-29,Mobile Accessories,Cases,Samsung Cases 504,Samsung,11,44307,0,44307.0,487377.0,18,87727.86,575104.86,71,In Stock,2.6,0,New,Main Market - Rohit Electronics,Card
TXN100010,2025-01-29,Laptop Accessories,Bags,Zebronics Bags 235,Zebronics,2,1249,10,1124.1,2248.2,18,404.68,2652.88,55,In Stock,2.9,0,New,Main Market - Rohit Electronics,Cash
TXN100011,2025-01-29,Laptop Accessories,Bags,Dell Bags 540,Dell,5,52250,5,49637.5,248187.5,18,44673.75,292861.25,97,In Stock,4.8,0,Returning,Main Market - Rohit Electronics,Cash
TXN100012,2025-01-29,Mobile Accessories,Cases,Realme Cases 669,Realme,14,18771,5,17832.45,249654.3,18,44937.77,294592.07,56,In Stock,2.6,0,New,Main Market - Rohit Electronics,Cash
TXN100013,2025-01-29,Mobiles,Feature Phones,Jio Feature Phones 267,Jio,4,1893,0,1893.0,7572.0,12,908.64,8480.64,63,In Stock,2.6,0,Returning,Main Market - Rohit Electronics,UPI
TXN100014,2025-01-29,Laptop Accessories,Mouse,HP Mouse 226,HP,6,42265,0,42265.0,253590.0,18,45646.2,299236.2,36,In Stock,3.0,0,Returning,Main Market - Rohit Electronics,Card
TXN100015,2025-01-29,Laptops,Student,Acer Student 638,Acer,5,36833,0,36833.0,184165.0,18,33149.7,217314.7,9,Low Stock,3.1,0,New,Main Market - Rohit Electronics,UPI
TXN100016,2025-01-29,Mobiles,Feature Phones,Jio Feature Phones 503,Jio,3,2209,15,1877.65,5632.95,12,675.95,6308.9,13,Low Stock,4.6,0,New,Main Market - Rohit Electronics,UPI
TXN100017,2025-01-29,Laptop Accessories,Cooling Pads,Dell Cooling Pads 708,Dell,11,35380,0,35380.0,389180.0,18,70052.4,459232.4,5,Low Stock,4.1,1,Returning,Main Market - Rohit Electronics,Card
TXN100018,2025-01-29,Laptops,Gaming,ASUS Gaming 920,ASUS,3,112358,10,101122.2,303366.6,18,54605.99,357972.59,95,In Stock,2.7,1,Returning,Main Market - Rohit Electronics,Cash
TXN100019,2025-01-29,Laptop Accessories,Bags,HP Bags 345,HP,13,82286,0,82286.0,1069718.0,18,192549.24,1262267.24,26,Low Stock,2.9,0,Returning,Main Market - Rohit Electronics,Card
TXN100020,2025-01-29,Laptops,Gaming,MSI Gaming 602,MSI,4,120645,15,102548.25,410193.0,18,73834.74,484027.74,77,In Stock,2.8,0,Returning,Main Market - Rohit Electronics,Card
TXN100021,2025-01-29,Laptops,Business,HP Business 497,HP,4,65190,5,61930.5,247722.0,18,44589.96,292311.96,54,In Stock,2.7,0,Returning,Main Market - Rohit Electronics,Card
TXN100022,2025-01-29,Laptops,Business,Lenovo Business 536,Lenovo,1,32650,5,31017.5,31017.5,18,5583.15,36600.65,59,In Stock,4.2,0,New,Main Market - Rohit Electronics,UPI
TXN100023,2025-01-29,Mobiles,Feature Phones,Jio Feature Phones 547,Jio,1,2857,10,2571.3,2571.3,12,308.56,2879.86,38,In Stock,2.9,0,Returning,Main Market - Rohit Electronics,Cash
TXN100024,2025-01-29,Laptop Accessories,Bags,Logitech Bags 664,Logitech,2,884,5,839.8,1679.6,18,302.33,1981.93,65,In Stock,3.6,0,Returning,Main Market - Rohit Electronics,UPI
TXN100025,2025-01-29,Mobile Accessories,Chargers,Boat Chargers 216,Boat,12,1854,0,1854.0,22248.0,18,4004.64,26252.64,100,In Stock,3.0,0,New,Main Market - Rohit Electronics,UPI
TXN100026,2025-01-29,Mobile Accessories,Screen Protectors,Mi Screen Protectors 875,Mi,11,1421,5,1349.95,14849.45,18,2672.9,17522.35,33,In Stock,3.4,1,New,Main Market - Rohit Electronics,Cash
TXN100027,2025-01-29,Laptops,Gaming,HP Gaming 718,HP,3,43936,0,43936.0,131808.0,18,23725.44,155533.44,2,Low Stock,2.5,0,New,Main Market - Rohit Electronics,Card
TXN100028,2025-01-29,Laptop Accessories,Cooling Pads,Zebronics Cooling Pads 989,Zebronics,11,2124,5,2017.8,22195.8,18,3995.24,26191.04,62,In Stock,3.3,0,Returning,Main Market - Rohit Electronics,Card
TXN100029,2025-01-29,Laptop Accessories,Bags,Logitech Bags 228,Logitech,3,756,0,756.0,2268.0,18,408.24,2676.24,2,Low Stock,4.2,0,New,Main Market - Rohit Electronics,Cash
TXN100030,2025-01-29,Laptop Accessories,Keyboard,HP Keyboard 546,HP,14,55023,0,55023.0,770322.0,18,138657.96,908979.96,98,In Stock,3.7,0,New,Main Market - Rohit Electronics,Cash
TXN100031,2025-01-29,Laptops,Gaming,HP Gaming 819,HP,4,93576,0,93576.0,374304.0,18,67374.72,441678.72,57,In Stock,4.0,0,Returning,Main Market - Rohit Electronics,Cash
TXN100000,2025-01-30,Mobiles,Smartphones,Nothing Smartphones 967,Nothing,4,38621,10,34758.9,139035.6,18,25026.41,164062.01,94,In Stock,3.9,0,Returning,Main Market - Rohit Electronics,Cash
TXN100001,2025-01-30,Laptop Accessories,Cooling Pads,Zebronics Cooling Pads 625,Zebronics,10,2084,5,1979.8,19798.0,18,3563.64,23361.64,86,In Stock,4.8,0,New,Main Market - Rohit Electronics,Card
TXN100002,2025-01-30,Mobiles,Smartphones,Realme Smartphones 690,Realme,3,17064,0,17064.0,51192.0,18,9214.56,60406.56,82,In Stock,3.5,0,Returning,Main Market - Rohit Electronics,Card
TXN100003,2025-01-30,Mobile Accessories,Cases,Mi Cases 121,Mi,3,1089,10,980.1,2940.3,18,529.25,3469.55,60,In Stock,3.4,0,New,Main Market - Rohit Electronics,Card
TXN100004,2025-01-30,Mobile Accessories,Cases,Realme Cases 400,Realme,12,19655,0,19655.0,235860.0,18,42454.8,278314.8,53,In Stock,4.6,0,Returning,Main Market - Rohit Electronics,UPI
TXN100005,2025-01-30,Laptops,Student,Acer Student 389,Acer,1,68716,0,68716.0,68716.0,18,12368.88,81084.88,22,Low Stock,3.0,0,New,Main Market - Rohit Electronics,UPI
TXN100006,2025-01-30,Laptop Accessories,Bags,HP Bags 314,HP,9,36166,20,28932.8,260395.2,18,46871.14,307266.34,45,In Stock,4.7,0,New,Main Market - Rohit Electronics,Cash
TXN100007,2025-01-30,Mobiles,Smartphones,Xiaomi Smartphones 540,Xiaomi,1,18118,0,18118.0,18118.0,18,3261.24,21379.24,71,In Stock,3.1,0,Returning,Main Market - Rohit Electronics,UPI
TXN100008,2025-01-30,Mobiles,Feature Phones,Jio Feature Phones 973,Jio,5,2237,5,2125.15,10625.75,12,1275.09,11900.84,90,In Stock,2.6,1,Returning,Main Market - Rohit Electronics,Cash
TXN100009,2025-01-30,Mobiles,Smartphones,Vivo Smartphones 142,Vivo,5,9727,0,9727.0,48635.0,18,8754.3,57389.3,15,Low Stock,4.7,1,New,Main Market - Rohit Electronics,Card
TXN100010,2025-01-30,Mobile Accessories,Cases,Mi Cases 850,Mi,14,703,0,703.0,9842.0,18,1771.56,11613.56,46,In Stock,3.3,0,New,Main Market - Rohit Electronics,UPI
TXN100011,2025-01-30,Laptop Accessories,Mouse,HP Mouse 954,HP,13,92084,0,92084.0,1197092.0,18,215476.56,1412568.56,64,In Stock,2.9,0,Returning,Main Market - Rohit Electronics,UPI
TXN100012,2025-01-30,Laptops,Gaming,HP Gaming 531,HP,2,48087,10,43278.3,86556.6,18,15580.19,102136.79,52,In Stock,4.8,0,Returning,Main Market - Rohit Electronics,Cash
TXN100013,2025-01-30,Laptop Accessories,Keyboard,Logitech Keyboard 834,Logitech,13,2819,15,2396.15,31149.95,18,5606.99,36756.94,10,Low Stock,3.3,0,New,Main Market - Rohit Electronics,UPI
TXN100014,2025-01-30,Mobiles,Feature Phones,Jio Feature Phones 776,Jio,2,2848,5,2705.6,5411.2,12,649.34,6060.54,80,In Stock,5.0,0,Returning,Main Market - Rohit Electronics,UPI
TXN100015,2025-01-30,Laptop Accessories,Bags,Dell Bags 452,Dell,1,89198,0,89198.0,89198.0,18,16055.64,105253.64,67,In Stock,4.0,0,Returning,Main Market - Rohit Electronics,UPI
TXN100016,2025-01-30,Laptops,Student,HP Student 907,HP,5,87952,5,83554.4,417772.0,18,75198.96,492970.96,100,In Stock,4.1,0,Returning,Main Market - Rohit Electronics,Cash
TXN100017,2025-01-30,Mobiles,Feature Phones,Jio Feature Phones 842,Jio,2,2065,20,1652.0,3304.0,12,396.48,3700.48,36,In Stock,3.0,0,Returning,Main Market - Rohit Electronics,Card
TXN100018,2025-01-30,Mobile Accessories,Earphones,Boat Earphones 128,Boat,15,1605,5,1524.75,22871.25,18,4116.82,26988.08,30,Low Stock,4.6,0,Returning,Main Market - Rohit Electronics,Card
TXN100019,2025-01-30,Mobiles,Smartphones,Xiaomi Smartphones 365,Xiaomi,5,13807,0,13807.0,69035.0,18,12426.3,81461.3,96,In Stock,4.1,0,Returning,Main Market - Rohit Electronics,Card
TXN100020,2025-01-30,Mobiles,Feature Phones,Jio Feature Phones 341,Jio,5,2158,10,1942.2,9711.0,12,1165.32,10876.32,80,In Stock,4.2,0,New,Main Market - Rohit Electronics,UPI
TXN100021,2025-01-30,Mobile Accessories,Screen Protectors,Realme Screen Protectors 831,Realme,7,16514,10,14862.6,104038.2,18,18726.88,122765.08,13,Low Stock,3.3,0,Returning,Main Market - Rohit Electronics,UPI
TXN100022,2025-01-30,Mobiles,Smartphones,Nothing Smartphones 535,Nothing,4,27685,0,27685.0,110740.0,18,19933.2,130673.2,54,In Stock,4.7,0,Returning,Main Market - Rohit Electronics,Cash
TXN100023,2025-01-30,Mobile Accessories,Cases,Mi Cases 992,Mi,5,1696,0,1696.0,8480.0,18,1526.4,10006.4,54,In Stock,5.0,0,Returning,Main Market - Rohit Electronics,Card
TXN100024,2025-01-30,Laptop Accessories,Keyboard,HP Keyboard 617,HP,3,93539,10,84185.1,252555.3,18,45459.95,298015.25,16,Low Stock,4.9,0,New,Main Market - Rohit Electronics,Card
TXN100025,2025-01-30,Laptops,Business,HP Business 133,HP,2,78409,15,66647.65,133295.3,18,23993.15,157288.45,15,Low Stock,4.0,0,New,Main Market - Rohit Electronics,UPI
TXN100026,2025-01-30,Mobile Accessories,Chargers,Realme Chargers 220,Realme,6,12995,20,10396.0,62376.0,18,11227.68,73603.68,38,In Stock,3.2,0,New,Main Market - Rohit Electronics,Cash
TXN100027,2025-01-30,Laptop Accessories,Mouse,Dell Mouse 390,Dell,4,46998,10,42298.2,169192.8,18,30454.7,199647.5,62,In Stock,2.5,0,New,Main Market - Rohit Electronics,Cash
TXN100028,2025-01-30,Laptop Accessories,Cooling Pads,Dell Cooling Pads 679,Dell,8,57139,10,51425.1,411400.8,18,74052.14,485452.94,60,In Stock,4.6,0,New,Main Market - Rohit Electronics,Cash
TXN100029,2025-01-30,Laptop Accessories,Cooling Pads,Zebronics Cooling Pads 252,Zebronics,14,2090,0,2090.0,29260.0,18,5266.8,34526.8,79,In Stock,4.2,0,New,Main Market - Rohit Electronics,UPI
TXN100000,2025-01-31,Mobiles,Feature Phones,Jio Feature Phones 761,Jio,1,2773,0,2773.0,2773.0,12,332.76,3105.76,3,Low Stock,3.9,0,Returning,Main Market - Rohit Electronics,Card
TXN100001,2025-01-31,Mobiles,Smartphones,Samsung Smartphones 733,Samsung,5,57804,10,52023.6,260118.0,18,46821.24,306939.24,72,In Stock,3.8,0,New,Main Market - Rohit Electronics,Cash
TXN100002,2025-01-31,Laptops,Gaming,MSI Gaming 905,MSI,2,112150,10,100935.0,201870.0,18,36336.6,238206.6,74,In Stock,3.6,0,Returning,Main Market - Rohit Electronics,UPI
TXN100003,2025-01-31,Mobiles,Feature Phones,Jio Feature Phones 448,Jio,4,1369,0,1369.0,5476.0,12,657.12,6133.12,67,In Stock,3.3,0,New,Main Market - Rohit Electronics,Cash
TXN100004,2025-01-31,Laptops,Business,Dell Business 287,Dell,3,85351,0,85351.0,256053.0,18,46089.54,302142.54,39,In Stock,4.9,0,New,Main Market - Rohit Electronics,Card
TXN100005,2025-01-31,Mobile Accessories,Earphones,Boat Earphones 830,Boat,1,1110,0,1110.0,1110.0,18,199.8,1309.8,40,In Stock,2.9,0,Returning,Main Market - Rohit Electronics,UPI
TXN100006,2025-01-31,Mobiles,Smartphones,Samsung Smartphones 345,Samsung,5,58406,0,58406.0,292030.0,18,52565.4,344595.4,65,In Stock,4.4,0,New,Main Market - Rohit Electronics,UPI
TXN100007,2025-01-31,Mobiles,Feature Phones,Jio Feature Phones 666,Jio,4,1134,0,1134.0,4536.0,12,544.32,5080.32,52,In Stock,4.1,1,New,Main Market - Rohit Electronics,UPI
TXN100008,2025-01-31,Mobiles,Smartphones,Vivo Smartphones 767,Vivo,2,12990,5,12340.5,24681.0,18,4442.58,29123.58,57,In Stock,2.7,0,New,Main Market - Rohit Electronics,Cash
TXN100009,2025-01-31,Mobile Accessories,Earphones,Realme Earphones 650,Realme,7,17095,0,17095.0,119665.0,18,21539.7,141204.7,0,Out of Stock,4.5,1,Returning,Main Market - Rohit Electronics,Card
TXN100010,2025-01-31,Laptops,Gaming,ASUS Gaming 593,ASUS,3,148363,0,148363.0,445089.0,18,80116.02,525205.02,87,In Stock,3.5,0,New,Main Market - Rohit Electronics,Card
TXN100011,2025-01-31,Mobile Accessories,Chargers,Realme Chargers 856,Realme,9,17225,0,17225.0,155025.0,18,27904.5,182929.5,11,Low Stock,3.5,0,New,Main Market - Rohit Electronics,Card
TXN100012,2025-01-31,Mobile Accessories,Cases,Realme Cases 725,Realme,9,13215,15,11232.75,101094.75,18,18197.06,119291.8,43,In Stock,4.1,1,Returning,Main Market - Rohit Electronics,UPI
TXN100013,2025-01-31,Laptops,Student,Lenovo Student 449,Lenovo,2,60133,20,48106.4,96212.8,18,17318.3,113531.1,42,In Stock,2.5,0,New,Main Market - Rohit Electronics,Card
TXN100014,2025-01-31,Laptop Accessories,Mouse,Logitech Mouse 788,Logitech,3,2392,5,2272.4,6817.2,18,1227.1,8044.3,89,In Stock,4.3,0,New,Main Market - Rohit Electronics,Card
TXN100015,2025-01-31,Mobiles,Smartphones,Nothing Smartphones 555,Nothing,1,36566,20,29252.8,29252.8,18,5265.5,34518.3,48,In Stock,4.6,0,New,Main Market - Rohit Electronics,Card
TXN100016,2025-01-31,Mobiles,Smartphones,Realme Smartphones 479,Realme,2,15283,0,15283.0,30566.0,18,5501.88,36067.88,95,In Stock,2.5,0,Returning,Main Market - Rohit Electronics,Cash
TXN100017,2025-01-31,Mobiles,Feature Phones,Jio Feature Phones 339,Jio,4,2981,0,2981.0,11924.0,12,1430.88,13354.88,35,In Stock,3.7,0,New,Main Market - Rohit Electronics,Cash
TXN100018,2025-01-31,Laptops,Student,Lenovo Student 213,Lenovo,3,67296,5,63931.2,191793.6,18,34522.85,226316.45,21,Low Stock,3.9,0,New,Main Market - Rohit Electronics,Cash
TXN100019,2025-01-31,Laptops,Student,Acer Student 230,Acer,3,62349,15,52996.65,158989.95,18,28618.19,187608.14,66,In Stock,4.3,0,New,Main Market - Rohit Electronics,Card
TXN100020,2025-01-31,Mobile Accessories,Cases,Boat Cases 537,Boat,11,1878,15,1596.3,17559.3,18,3160.67,20719.97,6,Low Stock,4.6,0,Returning,Main Market - Rohit Electronics,UPI
TXN100021,2025-01-31,Mobiles,Feature Phones,Jio Feature Phones 470,Jio,5,2554,0,2554.0,12770.0,12,1532.4,14302.4,92,In Stock,3.1,0,Returning,Main Market - Rohit Electronics,Card
TXN100022,2025-01-31,Laptop Accessories,Bags,Logitech Bags 501,Logitech,4,2070,0,2070.0,8280.0,18,1490.4,9770.4,73,In Stock,4.5,1,New,Main Market - Rohit Electronics,Card
TXN100023,2025-01-31,Laptop Accessories,Mouse,HP Mouse 301,HP,3,73152,0,73152.0,219456.0,18,39502.08,258958.08,80,In Stock,4.1,0,Returning,Main Market - Rohit Electronics,Cash
TXN100024,2025-01-31,Mobile Accessories,Screen Protectors,Realme Screen Protectors 210,Realme,8,11905,20,9524.0,76192.0,18,13714.56,89906.56,6,Low Stock,4.6,0,New,Main Market - Rohit Electronics,Cash
TXN100025,2025-01-31,Laptop Accessories,Mouse,Zebronics Mouse 692,Zebronics,2,775,20,620.0,1240.0,18,223.2,1463.2,4,Low Stock,3.4,0,New,Main Market - Rohit Electronics,Cash
TXN100026,2025-01-31,Mobiles,Feature Phones,Jio Feature Phones 408,Jio,5,2282,0,2282.0,11410.0,12,1369.2,12779.2,13,Low Stock,4.2,0,Returning,Main Market - Rohit Electronics,UPI
TXN100027,2025-01-31,Laptop Accessories,Mouse,Zebronics Mouse 338,Zebronics,14,1827,10,1644.3,23020.2,18,4143.64,27163.84,79,In Stock,2.5,0,Returning,Main Market - Rohit Electronics,Card
TXN100028,2025-01-31,Mobiles,Feature Phones,Jio Feature Phones 564,Jio,5,1672,5,1588.4,7942.0,12,953.04,8895.04,13,Low Stock,2.8,0,New,Main Market - Rohit Electronics,Card
TXN100029,2025-01-31,Laptops,Student,Acer Student 752,Acer,5,41795,0,41795.0,208975.0,18,37615.5,246590.5,61,In Stock,4.3,0,New,Main Market - Rohit Electronics,Cash
TXN100000,2025-02-01,Mobiles,Smartphones,Samsung Smartphones 419,Samsung,5,48563,5,46134.85,230674.25,18,41521.36,272195.61,83,In Stock,4.4,0,New,Main Market - Rohit Electronics,Cash
TXN100001,2025-02-01,Laptop Accessories,Bags,Dell Bags 398,Dell,6,35529,5,33752.55,202515.3,18,36452.75,238968.05,84,In Stock,4.2,0,New,Main Market - Rohit Electronics,UPI
TXN100002,2025-02-01,Mobile Accessories,Earphones,Realme Earphones 755,Realme,15,11297,10,10167.3,152509.5,18,27451.71,179961.21,43,In Stock,3.0,0,Returning,Main Market - Rohit Electronics,Card
TXN100003,2025-02-01,Mobile Accessories,Screen Protectors,Samsung Screen Protectors 528,Samsung,6,30635,0,30635.0,183810.0,18,33085.8,216895.8,5,Low Stock,3.7,1,New,Main Market - Rohit Electronics,Card
TXN100004,2025-02-01,Laptops,Business,Lenovo Business 318,Lenovo,2,61506,10,55355.4,110710.8,18,19927.94,130638.74,42,In Stock,4.5,0,Returning,Main Market - Rohit Electronics,Cash
TXN100005,2025-02-01,Mobiles,Feature Phones,Jio Feature Phones 175,Jio,3,1061,5,1007.95,3023.85,12,362.86,3386.71,18,Low Stock,3.2,0,Returning,Main Market - Rohit Electronics,Cash
TXN100006,2025-02-01,Mobiles,Smartphones,Samsung Smartphones 390,Samsung,2,34348,15,29195.8,58391.6,18,10510.49,68902.09,92,In Stock,2.9,0,New,Main Market - Rohit Electronics,Cash
TXN100007,2025-02-01,Laptops,Gaming,ASUS Gaming 963,ASUS,3,83263,0,83263.0,249789.0,18,44962.02,294751.02,86,In Stock,2.8,0,New,Main Market - Rohit Electronics,UPI
TXN100008,2025-02-01,Laptops,Business,HP Business 345,HP,3,78804,5,74863.8,224591.4,18,40426.45,265017.85,67,In Stock,4.9,1,Returning,Main Market - Rohit Electronics,Card
TXN100009,2025-02-01,Mobiles,Smartphones,Samsung Smartphones 233,Samsung,2,32562,5,30933.9,61867.8,18,11136.2,73004.0,88,In Stock,3.4,0,New,Main Market - Rohit Electronics,Cash
TXN100010,2025-02-01,Laptops,Student,Lenovo Student 908,Lenovo,2,51474,0,51474.0,102948.0,18,18530.64,121478.64,80,In Stock,4.5,0,Returning,Main Market - Rohit Electronics,Cash
TXN100011,2025-02-01,Mobiles,Feature Phones,Jio Feature Phones 271,Jio,5,1794,10,1614.6,8073.0,12,968.76,9041.76,82,In Stock,4.4,0,Returning,Main Market - Rohit Electronics,Cash
TXN100012,2025-02-01,Mobile Accessories,Screen Protectors,Mi Screen Protectors 832,Mi,8,1470,0,1470.0,11760.0,18,2116.8,13876.8,51,In Stock,4.1,0,New,Main Market - Rohit Electronics,Cash
TXN100013,2025-02-01,Laptops,Gaming,MSI Gaming 983,MSI,2,131891,0,131891.0,263782.0,18,47480.76,311262.76,54,In Stock,4.7,0,Returning,Main Market - Rohit Electronics,UPI
TXN100014,2025-02-01,Mobiles,Smartphones,Apple Smartphones 402,Apple,4,99001,0,99001.0,396004.0,18,71280.72,467284.72,74,In Stock,2.6,0,Returning,Main Market - Rohit Electronics,UPI
TXN100015,2025-02-01,Laptop Accessories,Cooling Pads,Zebronics Cooling Pads 518,Zebronics,6,2247,0,2247.0,13482.0,18,2426.76,15908.76,34,In Stock,3.5,0,New,Main Market - Rohit Electronics,UPI
TXN100016,2025-02-01,Mobiles,Feature Phones,Jio Feature Phones 401,Jio,5,2050,5,1947.5,9737.5,12,1168.5,10906.0,10,Low Stock,4.5,1,New,Main Market - Rohit Electronics,Cash
TXN100017,2025-02-01,Mobiles,Feature Phones,Jio Feature Phones 659,Jio,2,1683,0,1683.0,3366.0,12,403.92,3769.92,42,In Stock,3.1,0,Returning,Main Market - Rohit Electronics,Cash
TXN100018,2025-02-01,Laptops,Student,HP Student 656,HP,3,31118,10,28006.2,84018.6,18,15123.35,99141.95,36,In Stock,4.6,0,Returning,Main Market - Rohit Electronics,UPI
TXN100019,2025-02-01,Mobiles,Feature Phones,Jio Feature Phones 986,Jio,4,1466,0,1466.0,5864.0,12,703.68,6567.68,95,In Stock,3.0,0,Returning,Main Market - Rohit Electronics,Card
TXN100020,2025-02-01,Laptop Accessories,Bags,Logitech Bags 420,Logitech,14,1469,0,1469.0,20566.0,18,3701.88,24267.88,89,In Stock,3.5,0,New,Main Market - Rohit Electronics,UPI
TXN100021,2025-02-01,Laptops,Student,Acer Student 412,Acer,1,57754,10,51978.6,51978.6,18,9356.15,61334.75,45,In Stock,3.3,0,Returning,Main Market - Rohit Electronics,Card
TXN100022,2025-02-01,Mobile Accessories,Screen Protectors,Boat Screen Protectors 681,Boat,13,565,15,480.25,6243.25,18,1123.78,7367.03,19,Low Stock,4.9,1,Returning,Main Market - Rohit Electronics,UPI
TXN100023,2025-02-01,Laptops,Business,Dell Business 647,Dell,4,47342,0,47342.0,189368.0,18,34086.24,223454.24,42,In Stock,3.9,0,Returning,Main Market - Rohit Electronics,Cash
TXN100024,2025-02-01,Laptops,Gaming,HP Gaming 666,HP,2,34202,10,30781.8,61563.6,18,11081.45,72645.05,77,In Stock,3.7,0,New,Main Market - Rohit Electronics,UPI
TXN100025,2025-02-01,Mobile Accessories,Earphones,Realme Earphones 398,Realme,11,16591,0,16591.0,182501.0,18,32850.18,215351.18,7,Low Stock,3.4,0,Returning,Main Market - Rohit Electronics,UPI
