Product ID,Product Name,Brand Name,Product Category,Subcategory,Current Stock,Reorder Level,Reorder Quantity,Stock Status,Unit Price,Cost Price,Selling Price,Discount (%),GST (%),Supplier Name,Lead Time,Stock_Status,Rating,Transaction ID,Customer Type,Total_Revenue_Incl_GST,Total Revenue,GST_Percentage,Discounted Price,Returns,Payment Method,Date,GST_Amount
2678,HP Business 67,HP,Laptops,Business,272,81,13,OK,35146.12,24814.16,43158.69,11,28,Supplier_57,28,OK,3.1,T34688,Wholesale,49166.37,38411.23,28,38411.23,1,Card,2025-03-27,10755.14
9416,Jio Feature Phones 91,Jio,Mobiles,Feature Phones,21,13,52,OK,24085.46,15796.71,29776.07,16,18,Supplier_62,30,OK,4.6,T14000,Wholesale,29514.04,25011.9,18,25011.9,0,UPI,2025-02-10,4502.14
4447,Acer Student 53,Acer,Laptops,Student,297,11,51,OK,10207.66,9020.44,11573.07,29,12,Supplier_57,21,OK,4.7,T88010,Wholesale,9202.91,8216.88,12,8216.88,0,Card,2025-04-26,986.03
1901,ASUS Gaming 66,ASUS,Laptops,Gaming,493,97,70,OK,16923.43,10645.59,19058.84,10,12,Supplier_96,9,OK,3.5,T56913,New,19211.32,17152.96,12,17152.96,1,Card,2025-05-01,2058.36
8262,Nothing Smartphones 24,Nothing,Mobiles,Smartphones,430,67,68,OK,12475.52,9361.13,13044.71,25,5,Supplier_72,12,OK,2.4,T49768,Wholesale,10272.71,9783.53,5,9783.53,1,EMI,2025-01-19,489.18
5263,Realme Earphones 56,Realme,Mobile Accessories,Earphones,249,64,46,OK,33210.89,30525.54,38342.95,7,28,Supplier_91,30,OK,4.1,T27093,Wholesale,45643.44,35658.94,28,35658.94,0,UPI,2025-05-25,9984.5
7870,Boat Chargers 7,Boat,Mobile Accessories,Chargers,500,24,48,OK,20105.75,19059.85,22568.41,1,18,Supplier_12,23,OK,2.1,T55604,Wholesale,26364.42,22342.73,18,22342.73,0,UPI,2025-04-20,4021.69
1679,Boat Chargers 7,Boat,Mobile Accessories,Chargers,143,11,40,OK,25292.19,15630.45,30770.67,6,12,Supplier_89,5,OK,3.0,T40427,Wholesale,32395.36,28924.43,12,28924.43,0,UPI,2025-04-16,3470.93
6378,Logitech Mouse 73,Logitech,Laptop Accessories,Mouse,48,66,57,Low,45936.56,42442.05,48610.01,22,18,Supplier_56,19,Low,2.8,T68519,New,44740.66,37915.81,18,37915.81,0,UPI,2025-02-28,6824.85
6662,Jio Feature Phones 91,Jio,Mobiles,Feature Phones,21,89,97,Low,31765.52,20944.48,36411.56,22,18,Supplier_81,16,Low,1.3,T39445,New,33513.2,28401.02,18,28401.02,1,Cash,2025-03-22,5112.18
7012,HP Business 67,HP,Laptops,Business,93,32,31,OK,10968.44,10062.57,13133.33,15,28,Supplier_16,5,OK,4.4,T79842,New,14289.06,11163.33,28,11163.33,1,UPI,2025-04-27,3125.73
8237,Jio Feature Phones 91,Jio,Mobiles,Feature Phones,55,83,60,Low,16955.18,10448.88,21602.25,20,28,Supplier_73,22,Low,1.4,T51587,Wholesale,22120.7,17281.8,28,17281.8,0,Card,2025-01-29,4838.9
5705,Mi Cases 15,Mi,Mobile Accessories,Cases,321,35,51,OK,45289.65,38234.86,53782.1,18,12,Supplier_53,16,OK,4.5,T65153,Wholesale,49393.48,44101.32,12,44101.32,0,Cash,2025-05-23,5292.16
6789,Samsung Screen Protectors 56,Samsung,Mobile Accessories,Screen Protectors,472,69,83,OK,39185.7,31948.33,41315.05,12,5,Supplier_49,7,OK,3.7,T13727,Returning,38175.1,36357.24,5,36357.24,0,Cash,2025-01-06,1817.86
7760,Lenovo Business 11,Lenovo,Laptops,Business,113,67,19,OK,22732.25,17040.64,23114.07,30,12,Supplier_94,20,OK,1.5,T89819,Wholesale,18121.43,16179.85,12,16179.85,0,Cash,2025-05-23,1941.58
7534,Realme Smartphones 32,Realme,Mobiles,Smartphones,138,59,98,OK,33395.26,20728.27,43306.05,6,28,Supplier_49,5,OK,3.4,T22004,Wholesale,52105.84,40707.69,28,40707.69,0,Cash,2025-01-03,11398.15
3871,Apple Smartphones 52,Apple,Mobiles,Smartphones,92,49,36,OK,3972.71,3261.27,4815.99,16,18,Supplier_36,21,OK,4.8,T30838,Returning,4773.61,4045.43,18,4045.43,0,UPI,2025-02-26,728.18
7278,Acer Student 53,Acer,Laptops,Student,284,75,30,OK,4190.46,3626.78,4334.55,7,12,Supplier_55,25,OK,3.1,T46959,New,4514.87,4031.13,12,4031.13,1,Cash,2025-05-20,483.74
6124,Samsung Smartphones 67,Samsung,Mobiles,Smartphones,433,83,45,OK,6901.35,4715.14,7288.62,30,5,Supplier_67,15,OK,1.2,T54681,Returning,5357.13,5102.03,5,5102.03,0,UPI,2025-03-20,255.1
9443,ASUS Gaming 66,ASUS,Laptops,Gaming,192,57,86,OK,47359.3,31708.47,49237.68,10,12,Supplier_64,25,OK,4.6,T48152,Wholesale,49631.58,44313.91,12,44313.91,1,EMI,2025-04-17,5317.67
4918,Nothing Smartphones 24,Nothing,Mobiles,Smartphones,204,52,67,OK,10321.14,6798.48,10914.34,3,12,Supplier_9,27,OK,2.5,T65729,New,11857.34,10586.91,12,10586.91,0,UPI,2025-03-15,1270.43
9130,Samsung Smartphones 67,Samsung,Mobiles,Smartphones,140,43,23,OK,18416.95,12685.87,22940.65,16,28,Supplier_4,16,OK,1.1,T69494,Wholesale,24665.79,19270.15,28,19270.15,1,UPI,2025-04-28,5395.64
6132,Vivo Smartphones 82,Vivo,Mobiles,Smartphones,315,13,67,OK,15062.12,10836.45,17141.7,7,12,Supplier_28,25,OK,1.8,T58459,Wholesale,17854.79,15941.78,12,15941.78,0,Cash,2025-03-17,1913.01
4536,Mi Cases 15,Mi,Mobile Accessories,Cases,493,62,13,OK,21121.67,19964.19,23133.47,28,18,Supplier_1,3,OK,4.9,T53079,Wholesale,19654.2,16656.1,18,16656.1,1,UPI,2025-04-16,2998.1
1883,MSI Gaming 1,MSI,Laptops,Gaming,14,10,89,OK,11969.46,8148.5,13956.36,22,18,Supplier_45,25,OK,3.2,T54416,New,12845.43,10885.96,18,10885.96,1,Cash,2025-01-28,1959.47
1987,Xiaomi Smartphones 44,Xiaomi,Mobiles,Smartphones,337,75,42,OK,7788.66,5239.57,9296.9,1,18,Supplier_23,24,OK,1.9,T17566,Wholesale,10860.64,9203.93,18,9203.93,1,EMI,2025-04-03,1656.71
2116,Acer Student 53,Acer,Laptops,Student,383,55,21,OK,44610.35,42092.09,49315.81,2,28,Supplier_89,24,OK,4.7,T99413,Wholesale,61861.75,48329.49,28,48329.49,1,Card,2025-03-29,13532.26
4123,Samsung Screen Protectors 56,Samsung,Mobile Accessories,Screen Protectors,477,94,84,OK,43702.45,33413.56,53480.95,27,28,Supplier_56,23,OK,3.6,T76717,Returning,49972.6,39041.09,28,39041.09,0,EMI,2025-02-27,10931.51
8659,Nothing Smartphones 24,Nothing,Mobiles,Smartphones,375,46,14,OK,31178.22,20037.94,34305.66,25,28,Supplier_65,28,OK,2.3,T68151,Returning,32933.44,25729.25,28,25729.25,1,Cash,2025-01-08,7204.19
3278,Zebronics Cooling Pads 38,Zebronics,Laptop Accessories,Cooling Pads,405,36,45,OK,29731.65,23587.64,33361.65,3,5,Supplier_95,9,OK,3.6,T80174,New,33978.84,32360.8,5,32360.8,1,UPI,2025-03-29,1618.04
5738,Logitech Mouse 73,Logitech,Laptop Accessories,Mouse,172,91,33,OK,21270.48,14147.47,26336.26,11,28,Supplier_99,30,OK,4.7,T74276,Returning,30002.27,23439.27,28,23439.27,0,Card,2025-03-30,6563.0
1321,Boat Chargers 7,Boat,Mobile Accessories,Chargers,478,82,87,OK,4404.33,3570.81,5180.24,25,5,Supplier_66,22,OK,4.2,T85551,Wholesale,4079.44,3885.18,5,3885.18,0,UPI,2025-03-28,194.26
1947,Dell Business 32,Dell,Laptops,Business,33,13,70,OK,7817.91,4882.03,9710.48,26,18,Supplier_65,28,OK,3.7,T73869,Wholesale,8479.2,7185.76,18,7185.76,1,Card,2025-03-11,1293.44
1773,Logitech Mouse 73,Logitech,Laptop Accessories,Mouse,500,74,21,OK,34154.98,27001.08,38644.61,26,5,Supplier_66,7,OK,2.3,T54325,Returning,30026.86,28597.01,5,28597.01,1,UPI,2025-01-29,1429.85
6874,Vivo Smartphones 82,Vivo,Mobiles,Smartphones,336,10,32,OK,5031.31,3621.99,5631.97,14,5,Supplier_28,24,OK,3.2,T89247,New,5085.66,4843.49,5,4843.49,1,EMI,2025-02-26,242.17
3780,ASUS Gaming 66,ASUS,Laptops,Gaming,334,34,63,OK,12476.36,8120.25,15204.22,16,18,Supplier_83,19,OK,3.3,T59159,Returning,15070.42,12771.54,18,12771.54,1,UPI,2025-05-04,2298.88
9661,Realme Smartphones 32,Realme,Mobiles,Smartphones,298,53,20,OK,12249.24,11481.38,15568.63,7,12,Supplier_28,8,OK,1.9,T78141,Wholesale,16216.29,14478.83,12,14478.83,0,EMI,2025-04-08,1737.46
2081,HP Business 67,HP,Laptops,Business,92,47,22,OK,25594.79,15523.35,25745.72,0,5,Supplier_19,10,OK,1.7,T35054,Returning,27033.01,25745.72,5,25745.72,1,Card,2025-04-20,1287.29
9183,Jio Feature Phones 91,Jio,Mobiles,Feature Phones,381,52,33,OK,41881.28,34660.24,42359.03,28,28,Supplier_47,8,OK,2.9,T73898,New,39038.08,30498.5,28,30498.5,1,EMI,2025-03-01,8539.58
3070,Nothing Smartphones 24,Nothing,Mobiles,Smartphones,334,24,40,OK,13016.97,10958.48,15231.26,8,18,Supplier_11,4,OK,3.2,T87062,New,16535.06,14012.76,18,14012.76,1,Cash,2025-02-13,2522.3
8771,Realme Smartphones 32,Realme,Mobiles,Smartphones,118,14,91,OK,22021.71,14978.84,25883.41,22,18,Supplier_2,5,OK,1.4,T27314,Returning,23823.09,20189.06,18,20189.06,0,UPI,2025-02-10,3634.03
3457,Samsung Smartphones 67,Samsung,Mobiles,Smartphones,362,50,50,OK,44830.24,32030.08,48768.6,30,18,Supplier_94,8,OK,3.1,T91559,Returning,40282.86,34138.02,18,34138.02,0,EMI,2025-01-22,6144.84
2384,Lenovo Business 11,Lenovo,Laptops,Business,361,83,13,OK,40259.25,28332.19,48260.52,6,12,Supplier_69,12,OK,4.7,T18968,Returning,50808.68,45364.89,12,45364.89,1,UPI,2025-03-29,5443.79
6907,Acer Student 53,Acer,Laptops,Student,150,88,82,OK,26644.91,23200.0,32198.46,29,18,Supplier_45,5,OK,5.0,T95471,Wholesale,26975.87,22860.91,18,22860.91,1,Cash,2025-01-11,4114.96
1723,Realme Smartphones 32,Realme,Mobiles,Smartphones,202,87,66,OK,40487.46,36911.4,46070.94,15,18,Supplier_68,29,OK,3.0,T28862,New,46209.15,39160.3,18,39160.3,1,UPI,2025-03-31,7048.85
4466,Zebronics Cooling Pads 38,Zebronics,Laptop Accessories,Cooling Pads,208,53,46,OK,4650.94,4024.99,4733.52,25,18,Supplier_74,23,OK,2.9,T42875,Wholesale,4189.17,3550.14,18,3550.14,0,UPI,2025-04-06,639.03
5317,Zebronics Cooling Pads 38,Zebronics,Laptop Accessories,Cooling Pads,449,81,55,OK,30763.64,20886.2,39337.31,23,28,Supplier_25,26,OK,3.2,T35011,Wholesale,38770.85,30289.73,28,30289.73,0,Card,2025-03-13,8481.12
6348,Realme Smartphones 32,Realme,Mobiles,Smartphones,262,13,37,OK,16189.84,12629.39,16387.99,19,28,Supplier_27,2,OK,2.8,T28250,Wholesale,16991.07,13274.27,28,13274.27,1,EMI,2025-04-22,3716.8
9509,Samsung Screen Protectors 56,Samsung,Mobile Accessories,Screen Protectors,151,23,33,OK,3234.6,2782.55,3268.32,10,18,Supplier_69,11,OK,2.8,T68213,Returning,3470.96,2941.49,18,2941.49,1,Card,2025-05-04,529.47
1736,HP Keyboard 39,HP,Laptop Accessories,Keyboard,439,47,31,OK,25505.58,20687.14,26104.91,25,18,Supplier_81,18,OK,2.3,T36762,Wholesale,23102.84,19578.68,18,19578.68,0,UPI,2025-01-17,3524.16
5966,Samsung Smartphones 67,Samsung,Mobiles,Smartphones,211,52,34,OK,20779.4,15228.52,26195.82,26,12,Supplier_42,4,OK,3.0,T95426,New,21711.1,19384.91,12,19384.91,0,EMI,2025-05-19,2326.19
1528,Realme Smartphones 32,Realme,Mobiles,Smartphones,346,34,80,OK,7096.25,6176.6,7615.72,0,28,Supplier_49,25,OK,2.5,T73194,Wholesale,9748.12,7615.72,28,7615.72,1,Cash,2025-02-28,2132.4
5934,MSI Gaming 1,MSI,Laptops,Gaming,143,43,23,OK,32294.66,27649.69,41401.47,22,28,Supplier_48,4,OK,1.7,T63567,New,41335.23,32293.15,28,32293.15,0,Cash,2025-05-08,9042.08
7412,Jio Feature Phones 91,Jio,Mobiles,Feature Phones,21,97,32,Low,27666.56,21483.93,27992.93,30,28,Supplier_59,8,Low,2.7,T58201,Wholesale,25081.66,19595.05,28,19595.05,1,UPI,2025-01-23,5486.61
6125,Boat Chargers 7,Boat,Mobile Accessories,Chargers,266,78,98,OK,29294.98,24879.12,37185.36,15,12,Supplier_67,23,OK,3.6,T86548,Returning,35400.47,31607.56,12,31607.56,1,Card,2025-05-09,3792.91
4633,ASUS Gaming 66,ASUS,Laptops,Gaming,236,70,20,OK,17329.02,13147.33,18564.98,9,18,Supplier_2,1,OK,4.7,T35371,Wholesale,19935.07,16894.13,18,16894.13,1,Card,2025-01-15,3040.94
6480,Realme Smartphones 32,Realme,Mobiles,Smartphones,290,41,38,OK,24010.34,18088.41,26655.52,21,12,Supplier_97,11,OK,1.9,T90106,New,23584.8,21057.86,12,21057.86,1,Cash,2025-04-11,2526.94
8978,MSI Gaming 1,MSI,Laptops,Gaming,201,82,20,OK,41479.64,38629.46,41781.67,17,12,Supplier_25,17,OK,2.7,T79761,New,38840.24,34678.79,12,34678.79,0,Cash,2025-03-07,4161.45
6224,ASUS Gaming 66,ASUS,Laptops,Gaming,456,92,97,OK,17833.37,15466.43,19691.2,6,12,Supplier_75,29,OK,1.9,T32971,Wholesale,20730.9,18509.73,12,18509.73,1,Card,2025-04-12,2221.17
2747,Samsung Smartphones 67,Samsung,Mobiles,Smartphones,351,87,40,OK,7051.75,6694.75,8215.4,14,5,Supplier_95,22,OK,2.7,T40830,Wholesale,7418.5,7065.24,5,7065.24,0,Card,2025-01-20,353.26
2687,Xiaomi Smartphones 44,Xiaomi,Mobiles,Smartphones,310,29,31,OK,38105.2,29449.68,41893.0,1,18,Supplier_1,30,OK,1.7,T45346,Wholesale,48939.4,41474.07,18,41474.07,0,Cash,2025-02-28,7465.33
6681,Samsung Screen Protectors 56,Samsung,Mobile Accessories,Screen Protectors,260,71,39,OK,40302.77,27501.45,41951.72,22,5,Supplier_91,18,OK,4.9,T65162,New,34358.46,32722.34,5,32722.34,0,Card,2025-05-12,1636.12
6558,Dell Bags 5,Dell,Laptop Accessories,Bags,458,38,14,OK,28658.24,17993.41,35036.38,1,5,Supplier_74,28,OK,4.7,T61565,Wholesale,36420.32,34686.02,5,34686.02,1,Card,2025-01-26,1734.3
6368,Logitech Mouse 73,Logitech,Laptop Accessories,Mouse,331,48,41,OK,15466.88,13315.91,19238.84,26,12,Supplier_16,19,OK,1.5,T38390,Returning,15945.15,14236.74,12,14236.74,1,Card,2025-05-07,1708.41
2889,ASUS Gaming 66,ASUS,Laptops,Gaming,430,47,100,OK,10750.32,7076.77,13473.03,0,5,Supplier_54,15,OK,1.1,T77170,New,14146.68,13473.03,5,13473.03,0,EMI,2025-04-28,673.65
2226,Acer Student 53,Acer,Laptops,Student,116,63,81,OK,27244.49,21114.4,30261.85,22,12,Supplier_79,9,OK,3.5,T44444,New,26436.75,23604.24,12,23604.24,1,Cash,2025-04-17,2832.51
3281,Zebronics Cooling Pads 38,Zebronics,Laptop Accessories,Cooling Pads,190,33,16,OK,24868.75,23277.32,26184.82,24,5,Supplier_75,8,OK,4.7,T14046,New,20895.48,19900.46,5,19900.46,1,Cash,2025-05-30,995.02
9811,HP Keyboard 39,HP,Laptop Accessories,Keyboard,65,89,37,Low,44996.43,39312.05,57366.63,25,28,Supplier_83,3,Low,3.8,T82776,New,55071.96,43024.97,28,43024.97,1,UPI,2025-04-24,12046.99
4026,ASUS Gaming 66,ASUS,Laptops,Gaming,268,52,58,OK,13872.67,10270.69,17054.31,27,5,Supplier_90,9,OK,3.0,T84251,New,13072.13,12449.65,5,12449.65,1,EMI,2025-04-10,622.48
2102,Dell Bags 5,Dell,Laptop Accessories,Bags,408,90,74,OK,8138.04,4939.23,8953.25,25,18,Supplier_12,18,OK,1.2,T63200,New,7923.63,6714.94,18,6714.94,0,UPI,2025-01-15,1208.69
4959,Mi Cases 15,Mi,Mobile Accessories,Cases,274,57,47,OK,41430.85,39264.45,47859.82,27,28,Supplier_69,4,OK,2.1,T54757,Wholesale,44720.22,34937.67,28,34937.67,0,UPI,2025-02-07,9782.55
6293,Lenovo Business 11,Lenovo,Laptops,Business,104,19,21,OK,11447.63,8199.26,12042.24,8,12,Supplier_36,3,OK,2.9,T17082,New,12408.32,11078.86,12,11078.86,0,UPI,2025-01-17,1329.46
8647,Nothing Smartphones 24,Nothing,Mobiles,Smartphones,223,66,29,OK,11808.05,10542.95,12818.39,5,12,Supplier_5,12,OK,1.1,T27197,New,13638.77,12177.47,12,12177.47,1,Cash,2025-01-25,1461.3
1834,ASUS Gaming 66,ASUS,Laptops,Gaming,120,67,59,OK,26672.1,20313.93,27392.33,10,28,Supplier_36,20,OK,4.2,T81406,New,31555.97,24653.1,28,24653.1,0,Card,2025-03-25,6902.87
6990,Nothing Smartphones 24,Nothing,Mobiles,Smartphones,409,99,76,OK,49227.06,45807.09,50296.04,10,28,Supplier_1,14,OK,1.8,T11274,Wholesale,57941.04,45266.44,28,45266.44,0,UPI,2025-03-29,12674.6
4463,Realme Smartphones 32,Realme,Mobiles,Smartphones,143,54,17,OK,24234.38,19553.67,29833.74,30,18,Supplier_72,18,OK,1.3,T38120,New,24642.67,20883.62,18,20883.62,1,EMI,2025-04-12,3759.05
6550,Zebronics Cooling Pads 38,Zebronics,Laptop Accessories,Cooling Pads,461,90,94,OK,39971.56,29855.04,42956.9,27,28,Supplier_62,7,OK,2.3,T79678,Returning,40138.93,31358.54,28,31358.54,0,EMI,2025-05-23,8780.39
5661,Boat Chargers 7,Boat,Mobile Accessories,Chargers,186,96,50,OK,47389.23,42368.11,54687.49,5,18,Supplier_66,23,OK,2.4,T57164,New,61304.68,51953.12,18,51953.12,1,Card,2025-02-09,9351.56
9785,ASUS Gaming 66,ASUS,Laptops,Gaming,74,98,72,Low,15863.44,10269.57,20053.0,19,5,Supplier_15,9,Low,4.5,T89373,New,17055.08,16242.93,5,16242.93,0,Cash,2025-01-11,812.15
4049,Lenovo Business 11,Lenovo,Laptops,Business,433,13,68,OK,29662.45,20285.48,33677.58,26,5,Supplier_39,8,OK,2.5,T90744,New,26167.48,24921.41,5,24921.41,0,Card,2025-02-23,1246.07
5244,Nothing Smartphones 24,Nothing,Mobiles,Smartphones,484,29,100,OK,19843.09,18316.15,20199.14,10,5,Supplier_8,27,OK,2.5,T50683,New,19088.19,18179.23,5,18179.23,0,Card,2025-02-01,908.96
2782,Samsung Screen Protectors 56,Samsung,Mobile Accessories,Screen Protectors,312,96,96,OK,9449.88,8384.39,12118.04,12,28,Supplier_86,14,OK,4.2,T33613,Wholesale,13649.77,10663.88,28,10663.88,1,Cash,2025-02-14,2985.89
4863,Boat Chargers 7,Boat,Mobile Accessories,Chargers,164,58,40,OK,7040.4,4732.11,7906.52,10,28,Supplier_38,13,OK,3.6,T45387,Wholesale,9108.31,7115.87,28,7115.87,0,UPI,2025-05-31,1992.44
7863,Nothing Smartphones 24,Nothing,Mobiles,Smartphones,83,70,20,OK,22297.99,18645.59,22736.38,18,12,Supplier_90,10,OK,2.8,T85215,New,20881.09,18643.83,12,18643.83,0,Cash,2025-04-20,2237.26
3280,Lenovo Business 11,Lenovo,Laptops,Business,448,11,33,OK,22764.18,19396.84,23314.37,1,5,Supplier_21,13,OK,1.1,T13575,Wholesale,24235.29,23081.23,5,23081.23,1,Card,2025-05-26,1154.06
9100,Nothing Smartphones 24,Nothing,Mobiles,Smartphones,374,36,10,OK,4739.69,3393.05,5313.07,7,5,Supplier_65,5,OK,2.5,T97061,New,5188.22,4941.16,5,4941.16,0,Card,2025-01-25,247.06
5503,Samsung Screen Protectors 56,Samsung,Mobile Accessories,Screen Protectors,108,49,12,OK,48287.11,35062.28,58816.67,25,5,Supplier_88,6,OK,1.4,T18745,Returning,46318.12,44112.5,5,44112.5,1,Cash,2025-01-06,2205.62
9776,Dell Business 32,Dell,Laptops,Business,59,60,66,Low,13814.43,8748.42,15002.25,18,18,Supplier_97,1,Low,3.0,T30453,Returning,14516.18,12301.85,18,12301.85,1,EMI,2025-04-16,2214.33
5718,Apple Smartphones 52,Apple,Mobiles,Smartphones,161,40,69,OK,521.04,465.48,584.92,14,12,Supplier_42,12,OK,3.1,T30669,Returning,563.39,503.03,12,503.03,1,UPI,2025-01-27,60.36
9319,Apple Smartphones 52,Apple,Mobiles,Smartphones,288,74,72,OK,28885.08,19754.07,35376.46,12,5,Supplier_32,18,OK,1.5,T49266,New,32687.84,31131.28,5,31131.28,1,Card,2025-03-12,1556.56
3880,Vivo Smartphones 82,Vivo,Mobiles,Smartphones,236,46,82,OK,40177.85,27459.11,50731.83,1,18,Supplier_12,8,OK,3.6,T59003,Wholesale,59264.92,50224.51,18,50224.51,0,Cash,2025-04-22,9040.41
4440,Logitech Mouse 73,Logitech,Laptop Accessories,Mouse,20,79,93,Low,30205.93,18963.21,31019.6,11,5,Supplier_61,19,Low,3.5,T77389,New,28987.81,27607.44,5,27607.44,1,Card,2025-03-11,1380.37
8378,Lenovo Business 11,Lenovo,Laptops,Business,200,71,12,OK,49551.17,35611.88,60108.31,7,12,Supplier_17,3,OK,4.1,T59747,Wholesale,62608.82,55900.73,12,55900.73,1,EMI,2025-04-28,6708.09
7269,Zebronics Cooling Pads 38,Zebronics,Laptop Accessories,Cooling Pads,426,30,21,OK,27837.05,18047.71,29835.86,15,28,Supplier_27,25,OK,3.4,T24191,Wholesale,32461.41,25360.48,28,25360.48,1,EMI,2025-03-15,7100.93
9560,Boat Chargers 7,Boat,Mobile Accessories,Chargers,98,31,19,OK,35115.02,23799.66,43926.49,11,5,Supplier_11,14,OK,2.8,T32992,New,41049.31,39094.58,5,39094.58,0,Card,2025-05-28,1954.73
5889,Logitech Mouse 73,Logitech,Laptop Accessories,Mouse,123,88,35,OK,11513.4,8219.69,12706.97,29,18,Supplier_18,22,OK,3.2,T13143,Returning,10645.9,9021.95,18,9021.95,0,EMI,2025-05-22,1623.95
3861,Realme Smartphones 32,Realme,Mobiles,Smartphones,433,74,65,OK,14864.41,11662.04,14945.28,26,5,Supplier_48,25,OK,3.1,T68514,Wholesale,11612.49,11059.51,5,11059.51,1,Card,2025-01-08,552.98
6813,MSI Gaming 1,MSI,Laptops,Gaming,476,17,62,OK,26472.23,23272.34,34075.54,22,18,Supplier_64,26,OK,2.0,T15923,New,31363.13,26578.92,18,26578.92,1,UPI,2025-02-21,4784.21
8871,Vivo Smartphones 82,Vivo,Mobiles,Smartphones,317,96,40,OK,12968.26,12205.32,13038.88,22,12,Supplier_95,25,OK,3.4,T80076,Returning,11390.77,10170.33,12,10170.33,1,UPI,2025-03-03,1220.44
6257,Realme Earphones 56,Realme,Mobile Accessories,Earphones,198,38,83,OK,4063.48,3249.89,4577.37,6,28,Supplier_27,25,OK,2.7,T47442,New,5507.49,4302.73,28,4302.73,1,Cash,2025-04-02,1204.76
6094,Samsung Screen Protectors 56,Samsung,Mobile Accessories,Screen Protectors,67,60,14,OK,36936.18,22689.8,43775.69,9,18,Supplier_39,4,OK,2.3,T73458,Returning,47006.34,39835.88,18,39835.88,0,Cash,2025-04-10,7170.46
4533,Mi Cases 15,Mi,Mobile Accessories,Cases,63,51,61,OK,3338.33,2922.3,4143.62,1,12,Supplier_45,19,OK,4.7,T64896,New,4594.44,4102.18,12,4102.18,1,EMI,2025-05-20,492.26
9424,Lenovo Business 11,Lenovo,Laptops,Business,256,12,51,OK,46105.43,43592.49,46891.57,28,28,Supplier_52,14,OK,2.1,T98319,Returning,43215.27,33761.93,28,33761.93,1,Cash,2025-03-21,9453.34
3855,Zebronics Cooling Pads 38,Zebronics,Laptop Accessories,Cooling Pads,423,99,64,OK,45174.44,35913.73,55608.84,4,28,Supplier_89,5,OK,4.2,T35123,Wholesale,68332.15,53384.49,28,53384.49,0,Card,2025-04-02,14947.66
3605,HP Business 67,HP,Laptops,Business,415,83,86,OK,28003.18,19693.37,32369.2,7,18,Supplier_88,5,OK,3.2,T84946,Returning,35521.96,30103.36,18,30103.36,1,Cash,2025-04-13,5418.6
5908,Mi Cases 15,Mi,Mobile Accessories,Cases,280,89,54,OK,26354.22,22143.67,34173.14,27,12,Supplier_84,17,OK,2.5,T97262,Returning,27939.96,24946.39,12,24946.39,0,Cash,2025-03-04,2993.57
4566,Logitech Mouse 73,Logitech,Laptop Accessories,Mouse,407,100,49,OK,7922.4,6441.19,10115.24,1,5,Supplier_93,7,OK,4.2,T65139,Returning,10514.79,10014.09,5,10014.09,0,Card,2025-05-23,500.7
9300,Xiaomi Smartphones 44,Xiaomi,Mobiles,Smartphones,22,67,86,Low,4479.83,3709.04,4969.2,19,18,Supplier_72,13,Low,2.7,T40745,New,4749.56,4025.05,18,4025.05,0,UPI,2025-05-25,724.51
7976,Zebronics Cooling Pads 38,Zebronics,Laptop Accessories,Cooling Pads,252,98,21,OK,13492.67,11719.12,16199.99,21,5,Supplier_60,4,OK,2.8,T20699,New,13437.89,12797.99,5,12797.99,1,UPI,2025-01-16,639.9
5170,Realme Earphones 56,Realme,Mobile Accessories,Earphones,279,100,37,OK,1742.52,1191.91,1929.48,11,28,Supplier_58,10,OK,4.3,T35638,Wholesale,2198.07,1717.24,28,1717.24,0,Cash,2025-02-03,480.83
8031,Realme Smartphones 32,Realme,Mobiles,Smartphones,45,24,61,OK,27040.42,19568.21,32575.22,7,12,Supplier_5,23,OK,1.3,T69085,Returning,33930.34,30294.95,12,30294.95,0,Cash,2025-01-12,3635.39
3791,Nothing Smartphones 24,Nothing,Mobiles,Smartphones,297,26,100,OK,46728.88,33755.67,49790.17,27,28,Supplier_28,29,OK,4.3,T65428,Returning,46523.93,36346.82,28,36346.82,0,UPI,2025-04-14,10177.11
7295,Mi Cases 15,Mi,Mobile Accessories,Cases,14,18,49,Low,5489.69,4116.73,6510.42,0,12,Supplier_30,23,Low,4.3,T32826,Returning,7291.67,6510.42,12,6510.42,0,UPI,2025-05-01,781.25
4045,Lenovo Business 11,Lenovo,Laptops,Business,65,71,47,Low,24330.22,19125.25,30482.66,14,12,Supplier_83,1,Low,2.2,T83816,Wholesale,29360.9,26215.09,12,26215.09,1,Cash,2025-03-30,3145.81
7017,Lenovo Business 11,Lenovo,Laptops,Business,500,39,15,OK,2512.67,2378.15,2701.75,13,12,Supplier_98,12,OK,2.5,T59587,Wholesale,2632.58,2350.52,12,2350.52,1,Cash,2025-05-24,282.06
8330,HP Business 67,HP,Laptops,Business,396,77,73,OK,20460.13,14021.92,26485.59,28,5,Supplier_13,29,OK,1.9,T85905,New,20023.1,19069.62,5,19069.62,1,Card,2025-02-27,953.48
8491,Realme Smartphones 32,Realme,Mobiles,Smartphones,301,17,82,OK,29468.14,26400.17,33737.94,21,5,Supplier_95,8,OK,1.0,T53816,Returning,27985.62,26652.97,5,26652.97,0,UPI,2025-03-29,1332.65
